fid,latitude,longitude,TOTAL_SCORE,cluster
6208,42.28598195,-71.06612963,51,211
6209,42.28583484,-71.06606324,51,211
6210,42.28565382,-71.06603394,61,211
6211,42.28538198,-71.06662082,61,211
6212,42.28564711,-71.06656342,51,211
6213,42.28607155,-71.06681602,51,211
6214,42.28838036,-71.06792609,61,211
6215,42.28830023,-71.06626716,60,212
6216,42.28658271,-71.06498294,60,211
6217,42.28590991,-71.06516722,51,211
6218,42.28689768,-71.06581472,52,211
6219,42.28707875,-71.06589851,57,211
6220,42.28782425,-71.06624117,60,211
6221,42.28811594,-71.06650185,51,211
6222,42.28831097,-71.06662403,60,211
6223,42.26893059,-71.09124748,61,114
6224,42.27058962,-71.0851903,61,111
6225,42.27029569,-71.0847447,60,111
6226,42.27019739,-71.08446777,65,111
6227,42.270137,-71.0841889,60,111
6228,42.27010508,-71.08360172,61,111
6229,42.26956937,-71.08287393,60,111
6230,42.26971165,-71.08236778,60,111
6231,42.26978377,-71.08213788,61,111
6232,42.26992932,-71.08167203,61,111
6233,42.26999846,-71.08146217,60,111
6234,42.27030501,-71.08115171,60,111
6235,42.27056814,-71.08114249,61,111
6236,42.27085212,-71.08115857,61,111
6237,42.27108088,-71.08117142,60,111
6238,42.2712177,-71.08091753,51,111
6239,42.27069,-71.0807994,61,111
6240,42.27041286,-71.08078444,61,111
6241,42.27024606,-71.08077552,56,111
6242,42.27093596,-71.07846545,87,111
6243,42.27064663,-71.07914765,67,111
6244,42.27084107,-71.07914979,62,111
6245,42.27098031,-71.07924717,67,111
6246,42.27108394,-71.0793658,62,111
6247,42.27126036,-71.07882323,60,96
6248,42.27152267,-71.07847077,58,96
6249,42.2714995,-71.07805157,60,96
6250,42.27121688,-71.07625734,76,96
6251,42.27142493,-71.07628819,77,96
6252,42.27128429,-71.07550106,59,96
6253,42.27077873,-71.08162845,60,111
6254,42.2704326,-71.08190827,60,111
6255,42.27062251,-71.08195237,61,111
6256,42.27094753,-71.08197007,60,111
6257,42.27114173,-71.08205553,60,111
6258,42.27094124,-71.08262678,68,111
6259,42.27077937,-71.0825987,61,111
6260,42.27041883,-71.08252609,60,111
6261,42.270176,-71.08227326,60,111
6262,42.27014763,-71.08251983,60,111
6263,42.27014006,-71.08281157,60,111
6264,42.27032242,-71.08308244,60,111
6265,42.27071661,-71.08319828,61,111
6266,42.27089967,-71.08325186,61,111
6267,42.27114836,-71.08294185,61,111
6268,42.27103257,-71.08387274,64,111
6269,42.27060354,-71.08381159,61,111
6270,42.27045058,-71.08373116,60,111
6271,42.27043651,-71.08402771,61,111
6272,42.27053988,-71.08422589,66,111
6273,42.27063263,-71.08441996,66,111
6274,42.27065618,-71.08470411,60,111
6275,42.27083858,-71.08488829,66,111
6276,42.27089688,-71.0846305,65,111
6277,42.27094655,-71.08437002,66,111
6278,42.27119886,-71.08039822,61,111
6279,42.27104789,-71.07991912,57,111
6280,42.27089599,-71.0798402,72,111
6281,42.27078152,-71.07978959,63,111
6282,42.27062533,-71.07977741,67,111
6283,42.27042289,-71.07985689,67,111
6284,42.27024177,-71.08033694,56,111
6285,42.27044236,-71.08025741,61,111
6286,42.27074197,-71.0802765,51,111
6287,42.2708795,-71.08028517,61,111
6288,42.27183451,-71.07766426,59,96
6289,42.27189061,-71.0779427,56,96
6290,42.2719093,-71.07812986,57,96
6291,42.2721326,-71.07745046,59,96
6292,42.27247858,-71.07773953,88,96
6293,42.27270504,-71.0784188,67,96
6294,42.27276077,-71.07822821,57,96
6295,42.27278558,-71.07785305,76,96
6296,42.27273115,-71.07753388,51,96
6297,42.27319103,-71.077703,53,96
6298,42.27315042,-71.07797488,57,96
6299,42.27306965,-71.07829941,57,96
6300,42.27314155,-71.07860027,51,96
6301,42.27333518,-71.07855822,56,96
6302,42.27338193,-71.07839818,56,96
6303,42.27346946,-71.07808132,56,96
6304,42.27351173,-71.07791124,57,96
6305,42.27355326,-71.07773505,56,96
6306,42.27332599,-71.07775159,57,96
6307,42.27142696,-71.08360614,59,115
6308,42.27190334,-71.0838758,59,115
6309,42.27221496,-71.08399589,60,115
6310,42.27212112,-71.08431587,61,115
6311,42.27206879,-71.08455525,61,115
6312,42.27199869,-71.08476778,60,115
6313,42.27192985,-71.08503627,61,115
6314,42.27171838,-71.08514361,61,115
6315,42.27153646,-71.08507504,61,115
6316,42.27122662,-71.08490066,60,115
6317,42.27131289,-71.08530995,60,115
6318,42.2714705,-71.08539346,61,115
6319,42.27162926,-71.0854525,61,115
6320,42.2721321,-71.08527125,60,115
6321,42.272197,-71.08503688,61,115
6322,42.27229665,-71.08484509,60,115
6323,42.27241267,-71.08461676,60,115
6324,42.27278027,-71.08442028,66,115
6325,42.27303678,-71.08451784,59,115
6326,42.2731674,-71.0845901,61,115
6327,42.27334622,-71.08466035,51,115
6328,42.27351874,-71.08457154,60,115
6329,42.27365465,-71.0844514,66,115
6330,42.27393463,-71.08420257,51,115
6331,42.27414178,-71.08412028,57,115
6332,42.2743527,-71.08468435,60,117
6333,42.27445085,-71.08485858,62,117
6334,42.27476774,-71.08539262,55,117
6335,42.27507155,-71.08578398,65,117
6336,42.27485197,-71.08587665,66,117
6337,42.27458209,-71.08611576,55,117
6338,42.27436761,-71.08619581,66,117
6339,42.27416829,-71.08647865,66,117
6340,42.27375263,-71.08684598,66,117
6341,42.27340697,-71.08714877,64,117
6342,42.27294786,-71.08768894,74,117
6343,42.27293176,-71.08723009,74,117
6344,42.27269163,-71.08756729,65,117
6345,42.2724752,-71.08742245,53,117
6346,42.27221891,-71.08747333,56,117
6347,42.27207322,-71.08750253,74,117
6348,42.27193206,-71.08753342,56,117
6349,42.27150321,-71.08747748,55,103
6350,42.27152275,-71.08768854,54,103
6351,42.27158103,-71.08819968,56,103
6352,42.27153825,-71.0884296,56,103
6353,42.27156829,-71.08863318,62,103
6354,42.27174972,-71.0889945,66,103
6355,42.27177348,-71.08844555,66,103
6356,42.27199429,-71.08824958,62,103
6357,42.27208493,-71.08843436,63,103
6358,42.27234546,-71.08846033,63,103
6359,42.27226099,-71.08825824,67,103
6360,42.27216649,-71.08807039,62,103
6361,42.27244291,-71.08784658,63,103
6362,42.27253367,-71.08802934,63,103
6363,42.27261886,-71.08818935,53,103
6364,42.27270749,-71.08836242,68,103
6365,42.27283899,-71.08851551,66,103
6366,42.27292662,-71.08869377,62,103
6367,42.27301729,-71.08887484,62,103
6368,42.27309886,-71.08904223,66,103
6369,42.27292994,-71.08944723,67,103
6370,42.27303606,-71.08961285,51,103
6371,42.27369756,-71.08892897,57,113
6372,42.27380464,-71.08883009,51,113
6373,42.27391213,-71.08873105,60,113
6374,42.27411349,-71.08854628,51,113
6375,42.27441507,-71.08826702,51,113
6376,42.27512631,-71.08760942,57,113
6377,42.275232,-71.087513,53,113
6378,42.27534582,-71.08740925,86,113
6379,42.27546395,-71.08730085,61,113
6380,42.27574017,-71.08692649,56,113
6381,42.27597237,-71.08682923,57,113
6382,42.27619826,-71.08662426,66,113
6383,42.27652802,-71.08632457,55,113
6384,42.27711857,-71.08579524,67,113
6385,42.27722382,-71.08570136,51,113
6386,42.27743028,-71.08551751,51,113
6387,42.27731622,-71.08508703,65,113
6388,42.27698763,-71.08538183,65,113
6389,42.27681717,-71.08552324,65,113
6390,42.2765117,-71.08580928,66,113
6391,42.27637684,-71.08592893,56,113
6392,42.27624458,-71.08604901,67,113
6393,42.27611036,-71.08617145,57,113
6394,42.27594225,-71.08544896,67,113
6395,42.27635742,-71.08507648,55,113
6396,42.27651869,-71.08492982,55,113
6397,42.2770496,-71.08445146,57,113
6398,42.27718394,-71.08433298,55,113
6399,42.27749321,-71.08418207,53,113
6400,42.2776379,-71.08405058,51,113
6401,42.27776198,-71.08396434,51,113
6402,42.277872,-71.08386461,51,113
6403,42.27807898,-71.08365615,58,113
6404,42.2781946,-71.0835524,71,113
6405,42.2782195,-71.08313104,60,204
6406,42.27812374,-71.08321767,51,204
6407,42.27803192,-71.08329907,51,204
6408,42.2779425,-71.08338053,51,204
6409,42.27785356,-71.08346163,51,204
6410,42.2776062,-71.08368159,58,204
6411,42.27731312,-71.08332513,51,204
6412,42.27749807,-71.08325105,51,204
6413,42.27764719,-71.08311642,52,204
6414,42.2777636,-71.08301135,51,204
6415,42.27785948,-71.08290707,52,204
6416,42.27774369,-71.08267403,52,204
6417,42.27755371,-71.0828437,51,204
6418,42.27741957,-71.0829648,51,204
6419,42.27716597,-71.0831178,61,204
6420,42.27738618,-71.08234388,57,204
6421,42.27759389,-71.08226036,53,204
6422,42.27772183,-71.08214758,61,204
6423,42.27812431,-71.08179125,51,204
6424,42.27839886,-71.08155387,51,204
6425,42.27859631,-71.08130021,61,204
6426,42.27866983,-71.08143453,51,204
6427,42.2787071,-71.0815848,51,204
6428,42.27725019,-71.07792681,51,102
6429,42.27713279,-71.0777737,51,102
6430,42.27683386,-71.07777993,51,102
6431,42.27688191,-71.07799874,57,102
6432,42.27697125,-71.07818515,67,102
6433,42.2765917,-71.07853711,66,102
6434,42.27653571,-71.07832673,67,102
6435,42.27645864,-71.07810828,57,102
6436,42.27633874,-71.07827546,53,102
6437,42.27602831,-71.07843673,66,102
6438,42.27625315,-71.07858267,56,102
6439,42.27635647,-71.07875457,67,102
6440,42.27591059,-71.07896506,53,102
6441,42.27559052,-71.07864862,56,102
6442,42.27549179,-71.07895818,61,102
6443,42.27552935,-71.07913201,51,102
6444,42.27562812,-71.07921374,51,102
6445,42.27577967,-71.07925224,51,102
6446,42.2754511,-71.07960979,53,102
6447,42.27479824,-71.07931043,51,102
6448,42.27467811,-71.07923038,60,102
6449,42.27453574,-71.0791684,51,102
6450,42.27443736,-71.07908724,51,102
6451,42.27425707,-71.07932929,66,102
6452,42.2744665,-71.07954126,56,102
6453,42.27460328,-71.07968561,51,102
6454,42.2747047,-71.07982219,56,102
6455,42.27433069,-71.08014656,51,102
6456,42.2741155,-71.07981527,51,102
6457,42.27403196,-71.07970014,51,102
6458,42.27394783,-71.07959491,56,102
6459,42.27375422,-71.07942985,61,102
6460,42.27289651,-71.07898573,53,102
6461,42.27274886,-71.07889018,51,102
6462,42.27263772,-71.07882934,51,102
6463,42.27236079,-71.07879129,57,102
6464,42.27205323,-71.07864247,60,102
6465,42.27130024,-71.08960205,65,103
6466,42.27093328,-71.08991381,54,103
6467,42.27069546,-71.09004718,66,103
6468,42.27024086,-71.09004178,65,103
6469,42.2702863,-71.09027102,56,103
6470,42.27064485,-71.09086887,51,103
6471,42.27090523,-71.09076912,51,103
6472,42.27111535,-71.09049846,51,103
6473,42.27160253,-71.090226,51,103
6474,42.27168836,-71.09013536,61,103
6475,42.27143956,-71.08989709,60,103
6476,42.2713451,-71.08976926,62,103
6477,42.27151176,-71.08921215,67,103
6478,42.27128437,-71.08441297,66,115
6479,42.27162566,-71.08466565,61,115
6480,42.27170257,-71.08447012,61,115
6481,42.27154087,-71.08419667,61,115
6482,42.27136156,-71.08409643,60,115
6483,42.27407225,-71.08502025,60,117
6484,42.27398208,-71.08476111,51,117
6485,42.27386131,-71.08521209,61,117
6486,42.27395009,-71.08544251,60,117
6487,42.27404423,-71.08563785,51,117
6488,42.27412003,-71.08590128,60,117
6489,42.27429913,-71.08574159,60,117
6490,42.27381281,-71.08606936,60,117
6491,42.27371087,-71.08594237,61,117
6492,42.27364564,-71.08573429,51,117
6493,42.27355649,-71.08554733,60,117
6494,42.27346586,-71.08535698,65,117
6495,42.27298545,-71.08502014,65,117
6496,42.27309771,-71.08519042,66,117
6497,42.27318044,-71.08536679,66,117
6498,42.27343891,-71.08591531,56,117
6499,42.27360043,-71.08634429,61,117
6500,42.27373998,-71.08622588,60,117
6501,42.2733534,-71.08655572,64,117
6502,42.27314,-71.0863981,66,117
6503,42.27309754,-71.08618891,64,117
6504,42.27300481,-71.08600151,66,117
6505,42.27282168,-71.08561966,55,117
6506,42.27272777,-71.08542501,66,117
6507,42.27265777,-71.08515426,65,117
6508,42.27253053,-71.0854544,65,117
6509,42.27247082,-71.08566207,65,117
6510,42.27262548,-71.08602537,56,117
6511,42.2727193,-71.08621831,65,117
6512,42.27280409,-71.08640249,56,117
6513,42.27289088,-71.08657955,65,117
6514,42.2722286,-71.08631187,56,117
6515,42.27215586,-71.08615743,67,117
6516,42.27207755,-71.08600695,57,117
6517,42.27206083,-71.08580875,57,115
6518,42.27186708,-71.08592899,56,115
6519,42.27163318,-71.08624313,64,115
6520,42.27162649,-71.08674952,56,115
6521,42.27146775,-71.08691631,56,115
6522,42.27207267,-71.08682184,65,117
6523,42.27233999,-71.08685648,66,117
6524,42.27231661,-71.08662808,65,117
6525,42.2723124,-71.08645153,60,117
6526,42.27090743,-71.08705552,65,115
6527,42.27106458,-71.08663494,66,115
6528,42.27124154,-71.08601885,55,115
6529,42.27128208,-71.08579296,65,115
6530,42.27106708,-71.0856743,65,115
6531,42.27101965,-71.08589344,66,115
6532,42.27090415,-71.0862953,54,115
6533,42.27054371,-71.08721392,60,115
6534,42.27085987,-71.08723126,56,115
6535,42.27120664,-71.08845192,68,103
6536,42.27112194,-71.08816742,61,103
6537,42.27098282,-71.08790985,60,103
6538,42.27112512,-71.08758777,60,103
6539,42.27090195,-71.08763762,56,103
6540,42.27064375,-71.08783967,66,103
6541,42.27042719,-71.08788182,65,103
6542,42.27034471,-71.08817738,65,103
6543,42.27032167,-71.08842386,54,103
6544,42.27032886,-71.08864767,64,103
6545,42.27036875,-71.08887745,65,103
6546,42.27035405,-71.08964103,64,103
6547,42.27062876,-71.08952894,65,103
6548,42.27076905,-71.08941053,60,103
6549,42.27086991,-71.08895996,65,103
6550,42.27067333,-71.08908667,56,103
6551,42.27053686,-71.08923038,66,103
6552,42.27044195,-71.08939548,66,103
6553,42.27204563,-71.0891824,66,103
6554,42.27191699,-71.08932458,66,103
6555,42.27214229,-71.08932284,67,103
6556,42.27267152,-71.08904567,67,103
6557,42.2726259,-71.08887122,62,103
6558,42.27252626,-71.08873495,56,103
6559,42.27234817,-71.08890493,66,103
6560,42.27242845,-71.08906913,66,103
6561,42.27364296,-71.07878156,66,102
6562,42.27384891,-71.07874596,51,102
6563,42.2741693,-71.07855455,56,102
6564,42.27463298,-71.07867536,56,102
6565,42.27476901,-71.07870351,51,102
6566,42.27491054,-71.07875954,56,102
6567,42.27505647,-71.07881927,61,102
6568,42.27519023,-71.07888209,51,102
6569,42.27535839,-71.07846651,56,102
6570,42.27516815,-71.07847294,57,102
6571,42.27505846,-71.07842753,56,102
6572,42.27491693,-71.07837656,56,102
6573,42.27477697,-71.07832163,57,102
6574,42.27458559,-71.0782354,57,102
6575,42.27443891,-71.07817613,67,102
6576,42.27430073,-71.07812038,57,102
6577,42.27416366,-71.07806461,54,102
6578,42.27396729,-71.07788568,56,102
6579,42.27839629,-71.08465151,55,113
6580,42.27922875,-71.08390658,57,113
6581,42.27931424,-71.08382645,51,113
6582,42.27940436,-71.08374257,56,113
6583,42.27949255,-71.08366203,51,113
6584,42.2796624,-71.08349992,51,113
6585,42.27974783,-71.08341663,51,113
6586,42.27930376,-71.08330976,56,113
6587,42.27840953,-71.08410275,65,113
6588,42.27805055,-71.08441704,56,113
6589,42.27793903,-71.08452206,57,113
6590,42.27861396,-71.08317949,62,204
6591,42.27875194,-71.08305703,51,204
6592,42.27902145,-71.08267955,52,204
6593,42.27895467,-71.08256054,51,204
6594,42.27873849,-71.08266975,51,204
6595,42.27862447,-71.08277336,51,204
6596,42.27842922,-71.08241347,54,204
6597,42.27852099,-71.08233167,56,204
6598,42.27871094,-71.08225213,51,204
6599,42.27863836,-71.08211974,51,204
6600,42.27840188,-71.08208269,51,204
6601,42.27830928,-71.08216418,56,204
6602,42.27813967,-71.0822256,57,204
6603,42.27826418,-71.0824762,60,204
6604,42.27832321,-71.08259841,55,204
6605,42.27914829,-71.08176832,56,204
6606,42.27906533,-71.08186745,56,204
6607,42.27897968,-71.08197224,66,204
6608,42.27928754,-71.08221688,53,204
6609,42.27933238,-71.08241246,51,204
6610,42.27220381,-71.09166372,51,114
6611,42.27250851,-71.09172578,61,114
6612,42.27187712,-71.09052087,51,114
6613,42.27166887,-71.09089013,51,114
6614,42.27153669,-71.09113213,61,114
6615,42.27110422,-71.09172688,51,114
6616,42.27394387,-71.09172136,55,114
6617,42.27348369,-71.09082697,61,114
6618,42.27338554,-71.09070012,53,114
6619,42.27318104,-71.09044213,57,114
6620,42.27308476,-71.090317,53,114
6621,42.27298529,-71.09018625,53,114
6622,42.27288245,-71.0904454,57,114
6623,42.27269315,-71.09052754,57,114
6624,42.27245172,-71.09074647,57,114
6625,42.27240129,-71.09091076,57,114
6626,42.27256321,-71.08962305,57,114
6627,42.27229998,-71.08965659,57,114
6628,42.27222566,-71.09030828,56,114
6629,42.27233567,-71.0902111,56,114
6630,42.27244273,-71.09010544,57,114
6631,42.27256132,-71.08998714,57,114
6632,42.27265836,-71.08988036,56,114
6633,42.27278129,-71.0898022,56,114
6634,42.273477,-71.0902252,57,114
6635,42.27378505,-71.08999598,57,114
6636,42.27390677,-71.08988456,57,114
6637,42.2740336,-71.08977255,57,114
6638,42.27414906,-71.08966313,66,114
6639,42.27426908,-71.08955483,56,114
6640,42.27451851,-71.08932814,67,114
6641,42.2746162,-71.08918718,57,114
6642,42.27475589,-71.08907318,67,114
6643,42.27500157,-71.08922331,67,114
6644,42.27509551,-71.0893668,57,114
6645,42.27524323,-71.08967371,66,114
6646,42.27531263,-71.08982806,56,114
6647,42.27551182,-71.08966974,65,104
6648,42.27546522,-71.08952556,67,104
6649,42.27540215,-71.08939857,67,104
6650,42.27527073,-71.08913493,51,104
6651,42.2750648,-71.08871727,51,104
6652,42.27494796,-71.08837631,61,104
6653,42.27476846,-71.08873822,58,114
6654,42.27455771,-71.08883826,66,114
6655,42.27445473,-71.08893277,56,114
6656,42.2739483,-71.08939912,51,114
6657,42.27383899,-71.08949812,61,114
6658,42.27364786,-71.08967716,60,114
6659,42.27487489,-71.09069087,56,114
6660,42.27489467,-71.08982821,56,114
6661,42.2747026,-71.08971738,66,114
6662,42.27456896,-71.089838,67,114
6663,42.27462656,-71.09006718,56,114
6664,42.27474512,-71.09038842,56,114
6665,42.27448813,-71.09095255,61,114
6666,42.27423543,-71.09014258,53,114
6667,42.27412577,-71.09026048,57,114
6668,42.27405639,-71.09041146,56,114
6669,42.27386471,-71.09049657,56,114
6670,42.27593182,-71.0895816,52,104
6671,42.2761056,-71.08941485,52,104
6672,42.27603609,-71.08927862,52,104
6673,42.27596394,-71.0891339,52,104
6674,42.27588912,-71.08898117,52,104
6675,42.27575051,-71.08870024,51,104
6676,42.27564639,-71.08849022,60,104
6677,42.27546609,-71.08812563,56,104
6678,42.27538809,-71.0879441,56,104
6679,42.27528037,-71.08817443,60,104
6680,42.27518629,-71.08826141,69,104
6681,42.27577177,-71.08930881,61,104
6682,42.27631094,-71.08900039,51,104
6683,42.27629503,-71.08839993,77,104
6684,42.27608938,-71.08798757,76,104
6685,42.27589984,-71.08760541,66,104
6686,42.27575788,-71.08773845,65,104
6687,42.27566169,-71.08782917,62,104
6688,42.27589825,-71.08816785,56,104
6689,42.27596643,-71.08830554,61,104
6690,42.2761032,-71.0885819,51,104
6691,42.27617118,-71.08871968,51,104
6692,42.27615896,-71.08725517,62,104
6693,42.27624473,-71.08743032,62,104
6694,42.2763248,-71.08758971,51,104
6695,42.27652624,-71.08754972,62,104
6696,42.27686023,-71.08724108,62,104
6697,42.27708372,-71.08703626,62,104
6698,42.27719912,-71.08693352,51,104
6699,42.27740582,-71.08740853,62,104
6700,42.27729897,-71.08750965,66,104
6701,42.27676385,-71.08803474,61,104
6702,42.27657715,-71.08809022,66,104
6703,42.27696344,-71.0883673,53,104
6704,42.27706051,-71.08826828,53,104
6705,42.27725916,-71.08806516,63,104
6706,42.27745585,-71.08786268,63,104
6707,42.27755522,-71.08775212,63,104
6708,42.27593634,-71.0901024,57,104
6709,42.27583837,-71.09020339,67,104
6710,42.27574783,-71.09029935,84,104
6711,42.27539166,-71.09066812,56,114
6712,42.27521903,-71.09084769,56,114
6713,42.27513266,-71.09093403,56,114
6714,42.27442214,-71.09166568,60,114
6715,42.27431632,-71.09180981,51,114
6716,42.27904961,-71.08478167,51,104
6717,42.27893628,-71.08488548,51,104
6718,42.27877486,-71.0851528,58,104
6719,42.27869018,-71.08498224,59,104
6720,42.27767073,-71.08601907,52,104
6721,42.2774677,-71.08619723,51,104
6722,42.27725852,-71.08637986,51,104
6723,42.27693853,-71.08666373,61,104
6724,42.27654583,-71.0870153,61,104
6725,42.27584584,-71.09231049,60,107
6726,42.27607713,-71.09233674,51,107
6727,42.27625748,-71.09228596,51,107
6728,42.27725478,-71.09143748,51,107
6729,42.27611642,-71.09200832,57,107
6730,42.27838367,-71.08974532,60,107
6731,42.27971067,-71.08810814,51,107
6732,42.27892884,-71.08854126,51,107
6733,42.27880783,-71.08865324,55,107
6734,42.27858219,-71.08819443,61,107
6735,42.27919493,-71.08760122,60,107
6736,42.27931063,-71.08748527,51,107
6737,42.27889195,-71.09196239,51,107
6738,42.27950946,-71.09214814,59,107
6739,42.27926951,-71.09174481,59,107
6740,42.27876319,-71.09077104,61,107
6741,42.27864619,-71.09028572,51,107
6742,42.27774556,-71.09193899,61,107
6743,42.27782744,-71.09159542,59,107
6744,42.27779278,-71.09176685,59,107
6745,42.27780206,-71.09244122,59,107
6746,42.27524284,-71.09313503,59,107
6747,42.27607446,-71.0927301,58,107
6748,42.27593031,-71.09279964,51,107
6749,42.27551249,-71.09271984,60,107
6750,42.27263752,-71.09224368,61,114
6751,42.27254967,-71.09226124,61,114
6752,42.27242317,-71.09229546,61,114
6753,42.27232727,-71.09247484,51,114
6754,42.27200846,-71.09255874,57,114
6755,42.26959436,-71.09138994,58,114
6756,42.26894235,-71.09224373,52,114
6757,42.27049582,-71.09146629,65,114
6758,42.27204953,-71.09448104,51,99
6759,42.27189894,-71.0946002,51,99
6760,42.27186538,-71.09438765,60,99
6761,42.27153245,-71.09515747,51,99
6762,42.27138333,-71.0953681,51,99
6763,42.2703822,-71.09642189,60,99
6764,42.27029314,-71.0965093,61,99
6765,42.27114645,-71.09511917,86,99
6766,42.2712549,-71.09499477,86,99
6767,42.27132759,-71.09478122,51,99
6768,42.27078775,-71.09480056,61,99
6769,42.27070946,-71.09487744,51,99
6770,42.27059968,-71.09498294,51,99
6771,42.27037246,-71.09520401,76,99
6772,42.27026473,-71.09530849,51,99
6773,42.27015251,-71.09541723,51,99
6774,42.27004232,-71.09552491,61,99
6775,42.26947585,-71.09602826,51,99
6776,42.27025585,-71.09456735,51,99
6777,42.26651623,-71.09649923,51,118
6778,42.26600813,-71.09744016,51,118
6779,42.26618412,-71.09725553,57,118
6780,42.26558356,-71.09791214,61,118
6781,42.26565196,-71.09780241,61,118
6782,42.26581629,-71.097584,61,118
6783,42.26536962,-71.0972032,51,118
6784,42.26492111,-71.09703739,56,118
6785,42.26483305,-71.09717998,56,118
6786,42.26526651,-71.0975789,56,118
6787,42.26490352,-71.09872632,60,118
6788,42.26530454,-71.09842293,51,118
6789,42.26460523,-71.09747043,51,118
6790,42.26434288,-71.0976338,62,118
6791,42.26442028,-71.09774125,56,118
6792,42.26467253,-71.09804085,51,118
6793,42.2644295,-71.09843736,51,118
6794,42.26432897,-71.09831997,58,118
6795,42.26424687,-71.0982198,52,118
6796,42.2641618,-71.09811954,52,118
6797,42.26376853,-71.09776478,52,118
6798,42.26313034,-71.09863092,61,118
6799,42.26620126,-71.10094844,51,119
6800,42.26603221,-71.10070507,51,119
6801,42.26585042,-71.10050804,61,119
6802,42.26563954,-71.10019607,59,119
6803,42.26572721,-71.09908222,60,119
6804,42.26581079,-71.09898306,51,119
6805,42.26610758,-71.09863846,51,119
6806,42.26621479,-71.09852407,51,119
6807,42.26666572,-71.09810497,51,119
6808,42.26674257,-71.09798437,51,119
6809,42.26717029,-71.09720027,61,118
6810,42.26692444,-71.09732552,51,118
6811,42.26620687,-71.09797365,51,118
6812,42.26585306,-71.09839094,51,118
6813,42.26576539,-71.0985133,60,118
6814,42.26555355,-71.09885135,51,118
6815,42.26547985,-71.09896558,59,118
6816,42.26758698,-71.09704128,51,118
6817,42.26770501,-71.09694991,51,118
6818,42.26776066,-71.09681195,51,118
6819,42.26799439,-71.09675668,51,118
6820,42.26812287,-71.09647979,61,118
6821,42.26823649,-71.09636399,51,118
6822,42.26834123,-71.09625157,51,118
6823,42.2684541,-71.09613617,51,118
6824,42.26856629,-71.09601184,85,118
6825,42.26704147,-71.09621764,58,118
6826,42.26714358,-71.09615542,51,118
6827,42.26745349,-71.09634613,61,118
6828,42.26737227,-71.09666915,51,118
6829,42.26750902,-71.09659571,51,118
6830,42.26770001,-71.09654353,57,118
6831,42.26572909,-71.09958497,60,119
6832,42.26626159,-71.09963182,61,119
6833,42.26634834,-71.09954136,56,119
6834,42.26643567,-71.09945107,61,119
6835,42.26652346,-71.09935856,56,119
6836,42.26660943,-71.09926808,51,119
6837,42.26669246,-71.09917988,56,119
6838,42.26677872,-71.09908766,51,119
6839,42.26701077,-71.09890095,51,119
6840,42.26737034,-71.09843378,51,119
6841,42.26853558,-71.09717292,57,119
6842,42.26869349,-71.09654232,60,118
6843,42.26847807,-71.0967678,60,118
6844,42.26789609,-71.09724633,51,118
6845,42.26761926,-71.09766903,51,119
6846,42.267299,-71.09803114,51,119
6847,42.26699582,-71.09839814,51,119
6848,42.26685389,-71.09859487,60,119
6849,42.26669583,-71.09870665,51,119
6850,42.26660835,-71.09879881,51,119
6851,42.26652227,-71.0988899,56,119
6852,42.26635169,-71.09906868,61,119
6853,42.26618004,-71.09925015,61,119
6854,42.26905488,-71.09728822,51,119
6855,42.26894404,-71.09740232,51,119
6856,42.26883859,-71.09751226,51,119
6857,42.26873615,-71.09761767,61,119
6858,42.26799634,-71.09840011,51,119
6859,42.2677821,-71.09864115,51,119
6860,42.26718063,-71.09931143,51,119
6861,42.26704786,-71.09945608,73,119
6862,42.26690757,-71.0996049,51,119
6863,42.26677073,-71.09974818,51,119
6864,42.26660427,-71.09984148,60,119
6865,42.2666882,-71.09998533,62,119
6866,42.26654509,-71.09998752,51,119
6867,42.2662539,-71.10033152,61,119
6868,42.26633202,-71.10043778,51,119
6869,42.26653099,-71.10061446,61,119
6870,42.26661524,-71.10038728,60,99
6871,42.26698812,-71.09999151,52,99
6872,42.26726499,-71.09969587,62,99
6873,42.26735513,-71.09959811,52,99
6874,42.26744337,-71.09950372,51,99
6875,42.26752077,-71.09940246,51,99
6876,42.26786991,-71.09902051,51,99
6877,42.26813055,-71.0987257,51,99
6878,42.2682212,-71.09862601,51,99
6879,42.26855036,-71.09827113,51,99
6880,42.2686357,-71.09818475,61,99
6881,42.26889707,-71.09791509,51,99
6882,42.26899005,-71.09782416,61,99
6883,42.26906953,-71.09773725,51,99
6884,42.26915367,-71.09765273,61,99
6885,42.26923654,-71.0975639,51,99
6886,42.26912559,-71.09838858,51,99
6887,42.26895803,-71.0985617,61,99
6888,42.26886388,-71.09862644,51,99
6889,42.268187,-71.09938722,51,99
6890,42.26792421,-71.09967148,52,99
6891,42.26775546,-71.09984802,52,99
6892,42.26766591,-71.09994669,54,99
6893,42.26757534,-71.10004423,51,99
6894,42.26730249,-71.10033076,57,99
6895,42.26719026,-71.10045522,56,99
6896,42.26704961,-71.1006009,57,99
6897,42.26692608,-71.10074186,57,99
6898,42.27032442,-71.09794374,66,126
6899,42.27041833,-71.09781334,52,126
6900,42.27051287,-71.09770343,51,126
6901,42.2706145,-71.09759458,51,126
6902,42.27097954,-71.09716584,56,126
6903,42.27108646,-71.09704601,56,126
6904,42.27119292,-71.09692998,52,126
6905,42.27131014,-71.09683296,56,126
6906,42.27140723,-71.09671492,53,126
